Company Name,Industry,Instrument,Rating,Outlook
,,Bank Guarantee,CRISIL D,
BSK Agencies,Distributors,Proposed Long-Term Bank Facility,#,
BSL Castings Private Limited,Auto Components,Cash Credit Limit,CRISIL BBB-,Positive
,,Proposed Long-Term Bank Facility,CRISIL BBB-,Positive
,,Term Loan Facilities,CRISIL BBB-,Positive
,,Post Shipment Credit,CRISIL A3,
BSL Engineering Services Limited,Construction & Engineering,Cash Credit Limit,CRISIL B,Stable
,,Bank Guarantee limit,CRISIL A4,
BSL Scaffolding Limited,Construction Materials,Cash Credit Limit,CRISIL B+,Stable
,,Inland/Import Letter of Credit,CRISIL A4,
BSR Infratech India Limited,Construction & Engineering,Over Draft,CRISIL BBB+,Positive
,,Bank Guarantee limit,CRISIL A2,
BSR Poultry Farm,Food Products,Proposed Long-Term Bank Facility,CRISIL BB-,Stable
,,Cash Credit Limit,CRISIL BB-,Stable
,,Long Term Bank Loan,CRISIL BB-,Stable
BST Textile Mills Private Limited,Engineering & Capital Goods,Term Loan Facilities,CRISIL BBB-,Positive
,,Cash Credit Limit,CRISIL BBB-,Positive
,,Bank Guarantee limit,CRISIL A3,
BTC Industries Private Limited,Metals & Mining,Proposed Long-Term Bank Facility,CRISIL B+,Stable
,,Cash Credit Limit,CRISIL B+,Stable
,,Term Loan Facilities,CRISIL B+,Stable
,,Bank Guarantee limit,CRISIL A4,
BTM Corp Limited,Textiles- Apparel & Luxury Goods,Cash Credit Limit,#,
BTM Exports Limited,Distributors,Cash Credit Limit,#,
BTM Industries Limited,Textiles- Apparel & Luxury Goods,Cash Credit Limit,#,
,,Term Loan Facilities,#,
BTS Jewellers Private Limited,Textiles- Apparel & Luxury Goods,Cash Credit Limit,#,
BVSR Constructions Private Limited,Construction & Engineering,Long Term Bank Loan,#,
,,Cash Credit Limit,#,
,,Secured Overdraft Facility,#,
,,Bank Guarantee limit,#,
BVSR Harda Betul Road Projects Private Limited,Transportation Infrastructure,Proposed Long-Term Bank Facility,CRISIL BBB-,Stable
,,Term Loan Facilities,CRISIL BBB-,Stable
BVSR KP Road Projects Private Limited,Transportation Infrastructure,Term Loan Facilities,CRISIL BBB,Stable
,,Proposed Long-Term Bank Facility,CRISIL BBB,Stable
