Company Name,Industry,Instrument,Rating,Outlook
Ediz Ceramic Pvt Ltd,Building Products,Proposed Long-Term Bank Facility,CRISIL C,
,,Term Loan Facilities,CRISIL C,
,,Cash Credit Limit,CRISIL C,
,,Bank Guarantee limit,CRISIL A4,
Edquest Welfare Trust,Diversified Consumer Services,Term Loan Facilities,#,
Edutech India Private Limited,Diversified Consumer Services,Cash Term Loan,#,
,,Cash Credit/ Overdraft facility,#,
,,Stand by Letter of Credit,#,
,,Proposed Long-Term Bank Facility,#,
,,Import Letter of Credit Limit,#,
,,Letter Of Guarantee,#,
Eee and Cee Pressings Private Limited,Construction & Engineering,Proposed Working Capital Facility,CRISIL B,Stable
,,Cash Credit Limit,CRISIL B,Stable
,,Long Term Bank Loan,CRISIL B,Stable
,,Letter of Credit and Bank Guarantee,CRISIL A4,
