Count,Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
196,196,BLR,Aban Offshore Limited,CARE A+ / CARE A1,15-02-08,CARE A / CARE A1,20-05-08,CARE BBB+ / CAREA A3,27-04-09,CARE BBB / CARE A3,29-12-09,CARE BB/ CARE A4,24-02-10,CARE C / CARE A4,31-01-12,CARE D,28-08-12,CARE BB- / CARE A4,26-12-14,CARE D,13-04-16,,,,
197,197,BLR,Abans Broking Service Private Limited,CARE A4+,21-04-16,CARE A4; INC,11-04-17,CARE A4+; Stable,01-02-18,,,,,,,,,,,,,,,,
198,198,BLR,Abans Broking Service Private Limited,CARE BB+,21-04-16,CARE BB; INC,11-04-17,CARE BB+; Stable,01-02-18,,,,,,,,,,,,,,,,
199,199,BLR,Abans Commodities India Private Limited,CARE A4+,21-04-16,CARE A4; INC,11-04-17,CARE A4+,01-02-18,,,,,,,,,,,,,,,,
200,200,BLR,Abans Finance Private Limited,CARE BB+,21-04-16,CARE BB; INC,11-04-17,CARE BB+; Stable,01-02-18,,,,,,,,,,,,,,,,
201,201,BLR,Abans Jewels Private Limited,CARE BB+ / CARE A4+,21-04-16,CARE BB / CARE A4; INC,11-04-17,CARE BB+; Stable / CARE A4+,01-02-18,,,,,,,,,,,,,,,,
202,202,BLR,Abbott Cold Storages Private Limited,CARE BB+ / CARE A4+,29-04-16,CARE BB; Stable / CARE A4,02-11-17,,,,,,,,,,,,,,,,,,
203,203,BLR,ABC India Limited,CARE A2,29-04-08,CARE A3,13-12-12,CARE A4+,09-10-17,,,,,,,,,,,,,,,,
204,204,BLR,ABC India Limited,CARE BBB+,29-04-08,CARE BBB,13-12-12,CARE BBB-,03-03-16,CARE BBB-; Stable,17-03-17,CARE BB+; Stable,09-10-17,,,,,,,,,,,,
205,205,BLR,ABC India Limited,CARE BBB,03-04-15,CARE BBB-,03-03-16,CARE BBB-; Stable,17-03-17,CARE BB+; Stable,09-10-17,,,,,,,,,,,,,,
206,206,BLR,ABC Transformers Private Limited,CARE A4,08-03-18,,,,,,,,,,,,,,,,,,,,
207,207,BLR,ABC Transformers Private Limited,CARE BB-; Stable,08-03-18,,,,,,,,,,,,,,,,,,,,
208,208,BLR,Abeer Textile Private Limited,CARE BBB (SO),11-06-14,CARE BBB+ (SO),20-12-16,CARE BBB+ (SO); Stable,01-03-18,,,,,,,,,,,,,,,,
209,209,BLR,ABF Engineering international Private Limited,CARE B,06-11-15,CARE C; INC,28-04-17,,,,,,,,,,,,,,,,,,
210,210,BLR,ABF Engineering international Private Limited,CARE B,06-11-15,CARE C; INC,28-04-17,,,,,,,,,,,,,,,,,,
211,211,BLR,ABF Engineering international Private Limited,CARE B,06-11-15,CARE C; INC,28-04-17,,,,,,,,,,,,,,,,,,
212,212,BLR,ABF Engineering international Private Limited,CARE A4,06-11-15,CARE A4; INC,28-04-17,,,,,,,,,,,,,,,,,,
213,213,BLR,ABF Rural Godown,CARE B+; Stable,13-04-17,CARE B+; INC,21-02-18,,,,,,,,,,,,,,,,,,
214,214,BLR,ABF Steel Traders,CARE B+; Stable,19-07-17,,,,,,,,,,,,,,,,,,,,
215,215,BLR,ABF Steel Traders,CARE B+; Stable,19-07-17,,,,,,,,,,,,,,,,,,,,
216,216,BLR,Abhijit Realtors and Infraventures Private Limited,CARE B-,21-09-15,CARE BB-; Stable,17-01-17,,,,,,,,,,,,,,,,,,
217,217,BLR,Abhijit Realtors and Infraventures Private Limited,CARE A4,17-01-17,,,,,,,,,,,,,,,,,,,,
218,218,BLR,Abhilasha Enterprises,CARE BB+; Stable,31-03-17,,,,,,,,,,,,,,,,,,,,
219,219,BLR,Abhilasha Ispat Udyog,CARE BB; Stable,03-01-18,,,,,,,,,,,,,,,,,,,,
220,220,BLR,Abhinav Industries,CARE B+; Stable,20-03-18,,,,,,,,,,,,,,,,,,,,
221,221,BLR,Abhinav Industries,CARE B+; Stable,20-03-18,,,,,,,,,,,,,,,,,,,,
222,222,BLR,Abhinav Industries,CARE A4,20-03-18,,,,,,,,,,,,,,,,,,,,
223,223,BLR,Abhinav Overseas (A Unit of Marino Cables India Private Limited),CARE BB-,25-04-16,CARE B+; INC,26-04-17,,,,,,,,,,,,,,,,,,
224,224,BLR,Abhinav Overseas (A Unit of Marino Cables India Private Limited),CARE A4,25-04-16,CARE A4; INC,26-04-17,,,,,,,,,,,,,,,,,,
225,225,BLR,Abhinav Overseas (A Unit of Marino Cables India Private Limited),CARE A4,25-04-16,,26-04-17,,,,,,,,,,,,,,,,,,
226,226,BLR,Abhinav Overseas (A Unit of Marino Cables India Private Limited),CARE A4,25-04-16,,26-04-17,,,,,,,,,,,,,,,,,,
227,227,BLR,Abhiraj Engicon Private Limited,CARE A4,18-03-16,,,,,,,,,,,,,,,,,,,,
228,228,BLR,Abhiraj Engicon Private Limited,CARE BB-,18-03-16,CARE BB-; Stable,09-12-16,,,,,,,,,,,,,,,,,,
229,229,BLR,Abhishek Millennium Contracts Private Limited,CARE A4+,16-03-17,,,,,,,,,,,,,,,,,,,,
230,230,BLR,Abhishek Propbuild Private Limited,CARE BBB- (SO); Stable,28-04-17,,,,,,,,,,,,,,,,,,,,
231,231,BLR,Abilities India Pistons and Rings Limited,CARE BBB-,26-04-11,CARE BB; Stable,15-03-17,CARE BB+; Stable,08-01-18,,,,,,,,,,,,,,,,
232,232,BLR,Abilities India Pistons and Rings Limited,CARE BBB-,26-04-11,CARE BB; Stable,15-03-17,CARE BB+; Stable,08-01-18,,,,,,,,,,,,,,,,
233,233,BLR,Abilities India Pistons and Rings Limited,CARE A3,26-04-11,CARE A4,15-03-17,CARE A4+,08-01-18,,,,,,,,,,,,,,,,
234,234,BLR,Abilities India Pistons and Rings Limited,CARE A3,26-04-11,CARE A4,15-03-17,CARE A4+,08-01-18,,,,,,,,,,,,,,,,
235,235,BLR,Abis Exports (I) Private Limited,CARE A+; Stable / CARE A1+,06-10-17,,,,,,,,,,,,,,,,,,,,
236,236,ST Instruments,Abis Exports (I) Private Limited,CARE A1+,06-10-17,,,,,,,,,,,,,,,,,,,,
237,237,BLR,Abis Exports (I) Private Limited,CARE A1+,06-10-17,,,,,,,,,,,,,,,,,,,,
238,238,BLR,Abis Exports (I) Private Limited,CARE A+; Stable,06-10-17,,,,,,,,,,,,,,,,,,,,
239,239,BLR,Abis Exports (I) Private Limited,CARE A+; Stable,06-10-17,,,,,,,,,,,,,,,,,,,,
240,240,BLR,ABP News Network Private Limited,CARE A-; Stable,01-02-17,CARE A; Stable,30-11-17,,,,,,,,,,,,,,,,,,
241,241,BLR,ABP News Network Private Limited,CARE A-; Stable,01-02-17,CARE A; Stable,30-11-17,,,,,,,,,,,,,,,,,,
242,242,BLR,ABP Private Limited,CARE A,04-08-15,CARE A+; Stable,18-05-17,,,,,,,,,,,,,,,,,,
243,243,ST Instruments,ABP Private Limited,CARE A1+,21-04-17,,,,,,,,,,,,,,,,,,,,
244,244,ST Instruments,ABP Private Limited,CARE A1+,30-11-17,,,,,,,,,,,,,,,,,,,,
245,245,BLR,ABP Private Limited,CARE A1+,07-04-08,CARE A1,08-03-13,CARE A1+,19-10-16,,,,,,,,,,,,,,,,
246,246,BLR,ABP Private Limited,CARE A+,07-04-08,CARE A / CARE A1,08-03-13,CARE A- / CARE A1,05-12-14,CARE A / CARE A1,04-08-15,CARE A / CARE A1+,19-10-16,CARE A+; Stable / CARE A1+,18-05-17,,,,,,,,,,
247,247,BLR,Abro Chimique Private Limited,CARE B+,13-08-15,CARE B+; Stable,06-03-17,,,,,,,,,,,,,,,,,,
248,248,BLR,Abro Chimique Private Limited,CARE B+,13-08-15,CARE B+; Stable,06-03-17,,,,,,,,,,,,,,,,,,
249,249,BLR,Abu Estate Private Limited,CARE B; Stable,06-10-17,,,,,,,,,,,,,,,,,,,,
250,250,BLR,Abu Estate Private Limited,CARE B; Stable,06-10-17,,,,,,,,,,,,,,,,,,,,
251,251,BLR,ACARA Bioherb Private Limited,CARE A4,09-01-18,,,,,,,,,,,,,,,,,,,,
252,252,BLR,ACARA Bioherb Private Limited,CARE A4,09-01-18,,,,,,,,,,,,,,,,,,,,
253,253,BLR,Accel Frontline Limited,CARE BBB,08-07-10,CARE BB,18-07-12,CARE BB+,13-01-15,CARE BB+; Stable,22-09-17,,,,,,,,,,,,,,
254,254,BLR,Accel Frontline Limited,CARE A3,08-07-10,CARE A4,18-07-12,CARE A4+,13-01-15,,,,,,,,,,,,,,,,
255,255,BLR,Accent Microcell Private Limited,CARE BBB-; Stable / CARE A3,12-09-17,,,,,,,,,,,,,,,,,,,,
256,256,BLR,Accent Microcell Private Limited,CARE BBB-; Stable,12-09-17,,,,,,,,,,,,,,,,,,,,
257,257,BLR,Accent Microcell Private Limited,CARE A3,12-09-17,,,,,,,,,,,,,,,,,,,,
258,258,BLR,Accent Microcell Private Limited,CARE A3,12-09-17,,,,,,,,,,,,,,,,,,,,
259,259,BLR,Access Promoter,CARE BB-,29-07-16,CARE BB; Stable,17-07-17,,,,,,,,,,,,,,,,,,
260,260,BLR,Accord Builders,CARE BBB- (SO); Negative,26-04-17,,,,,,,,,,,,,,,,,,,,
261,261,BLR,Accord Communications Limited,CARE B,15-04-13,CARE B-,18-04-14,CARE D,16-03-17,,,,,,,,,,,,,,,,
262,262,BLR,Accord Communications Limited,CARE BB+,26-09-11,CARE BB,19-03-12,CARE B,15-04-13,CARE B-,18-04-14,CARE D,16-03-17,,,,,,,,,,,,
263,263,BLR,Accord Communications Limited,CARE A4+,26-09-11,CARE A4,19-03-12,CARE D,16-03-17,,,,,,,,,,,,,,,,
264,264,BLR,Accord Communications Limited,CARE A4+,26-09-11,CARE A4,19-03-12,CARE D,16-03-17,,,,,,,,,,,,,,,,
265,265,BLR,Accord Udyog Private Limited,CARE B+; Stable,22-03-18,,,,,,,,,,,,,,,,,,,,
266,266,BLR,Accord Water Tech And Infrastructure Private Limited,CARE BB; Stable,08-01-18,,,,,,,,,,,,,,,,,,,,
267,267,BLR,Accord Water Tech And Infrastructure Private Limited,CARE BB; Stable,08-01-18,,,,,,,,,,,,,,,,,,,,
268,268,BLR,Accra Pac India Private Limited,CARE BBB-; Stable,20-03-17,,,,,,,,,,,,,,,,,,,,
269,269,BLR,Accra Pac India Private Limited,CARE BBB-,24-12-15,CARE BBB-; Stable,20-03-17,,,,,,,,,,,,,,,,,,
270,270,BLR,Accra Pac India Private Limited,CARE BBB-,01-03-16,CARE BBB-; Stable,20-03-17,,,,,,,,,,,,,,,,,,
271,271,BLR,Accra Pac India Private Limited,CARE A3,24-12-15,,,,,,,,,,,,,,,,,,,,
272,272,BLR,Accurate Gauging and Instruments Private Limited,CARE BB+,07-11-16,CARE BB+; Stable,15-01-18,,,,,,,,,,,,,,,,,,
273,273,BLR,Accurate Gauging and Instruments Private Limited,CARE BB+,07-11-16,CARE BB+; Stable / CARE A4+,15-01-18,,,,,,,,,,,,,,,,,,
274,274,BLR,Accurate Gauging and Instruments Private Limited,CARE A4+,07-11-16,,,,,,,,,,,,,,,,,,,,
275,275,BLR,Accurate Infra Industries Private Limited,CARE B+; Stable,12-12-16,CARE D,03-11-17,CARE D; INC,21-03-18,,,,,,,,,,,,,,,,
276,276,BLR,Accurex Biomedical Private Limited,CARE BB+,17-04-15,CARE BB+; Stable,21-03-17,CARE BB-; Stable,26-03-18,,,,,,,,,,,,,,,,
277,277,BLR,Accurex Biomedical Private Limited,CARE A4+,17-04-15,CARE A4,26-03-18,,,,,,,,,,,,,,,,,,
278,278,BLR,Accurex Biomedical Private Limited,CARE A4+,17-04-15,CARE A4,26-03-18,,,,,,,,,,,,,,,,,,
279,279,BLR,Accusonic Controls Private Limited,CARE A4,11-02-16,,,,,,,,,,,,,,,,,,,,
280,280,BLR,Accusonic Controls Private Limited,CARE A4,29-01-13,,,,,,,,,,,,,,,,,,,,
281,281,BLR,Accusonic Controls Private Limited,CARE B+,29-01-13,CARE BB-,09-12-13,CARE BB-; Negative,02-05-17,CARE BB-; Stable,13-03-18,,,,,,,,,,,,,,
282,282,BLR,ACE Brain Systems & Software Private Limited,CARE BB-,23-12-15,CARE BB-; INC,02-05-17,,,,,,,,,,,,,,,,,,
283,283,BLR,ACE Brain Systems & Software Private Limited,CARE A4,23-12-15,CARE A4; INC,02-05-17,,,,,,,,,,,,,,,,,,
284,284,BLR,ACE Brain Systems & Software Private Limited,CARE A4,23-12-15,CARE A4; INC,02-05-17,,,,,,,,,,,,,,,,,,
285,285,BLR,Ace Clothing Company Private Limited,CARE B+; Stable,28-03-18,,,,,,,,,,,,,,,,,,,,
286,286,BLR,Ace Clothing Company Private Limited,CARE B+; Stable / CARE A4,28-03-18,,,,,,,,,,,,,,,,,,,,
287,287,BLR,Ace Finlease Private Limited,CARE BB+,11-09-14,CARE BB+; Stable,06-02-17,,,,,,,,,,,,,,,,,,
288,288,BLR,Ace Footmark Private Limited,CARE BB-,18-03-16,CARE BB+; Stable,11-05-17,,,,,,,,,,,,,,,,,,
289,289,BLR,Ace Footmark Private Limited,CARE BB-,18-03-16,CARE BB+; Stable,11-05-17,,,,,,,,,,,,,,,,,,
290,290,BLR,Ace Footmark Private Limited,CARE BB-,18-03-16,CARE BB+; Stable,11-05-17,,,,,,,,,,,,,,,,,,
291,291,BLR,Ace Footmark Private Limited,CARE A4+,18-03-16,,,,,,,,,,,,,,,,,,,,
292,292,BLR,Ace Footmark Private Limited,CARE A4+,18-03-16,,,,,,,,,,,,,,,,,,,,
293,293,BLR,Ace Footmark Private Limited,CARE BB- / CARE A4+,18-03-16,CARE BB-; Stable / CARE A4+,11-05-17,,,,,,,,,,,,,,,,,,
294,294,BLR,Ace Infracity Developers Private Limited,CARE BB; Stable,21-11-17,,,,,,,,,,,,,,,,,,,,
295,295,BLR,Ace Polyplast Private Limited,CARE A4+,07-12-16,,,,,,,,,,,,,,,,,,,,
296,296,BLR,Ace Tyres Limited,CARE BBB-,12-07-10,CARE BBB,30-01-12,CARE A-,10-10-14,CARE A,13-11-15,CARE A+; Stable,20-01-17,,,,,,,,,,,,
297,297,BLR,Ace Tyres Limited,CARE A3,30-01-12,CARE A2,10-10-14,CARE A2+,13-11-15,CARE A1,20-01-17,,,,,,,,,,,,,,
298,298,BLR,Ace Tyres Limited,CARE A3,08-10-13,CARE A2,10-10-14,CARE A2+,13-11-15,CARE A1,20-01-17,,,,,,,,,,,,,,
299,299,BLR,Ace Tyres Limited,CARE A3,08-10-13,CARE A2,10-10-14,CARE A2+,13-11-15,CARE A1,20-01-17,,,,,,,,,,,,,,
300,300,BLR,Aceto Chem Private Limited,CARE BB,20-09-16,CARE BB; INC,19-01-18,,,,,,,,,,,,,,,,,,
301,301,BLR,Aceto Chem Private Limited,CARE A4,20-09-16,CARE A4; INC,19-01-18,,,,,,,,,,,,,,,,,,
302,302,BLR,Aceto Chem Private Limited,CARE BB / CARE A4,20-09-16,CARE BB / CARE A4; INC,19-01-18,,,,,,,,,,,,,,,,,,
303,303,BLR,Achal Spinning Private Limited,CARE BBB (SO),19-03-14,CARE BBB+ (SO); Stable,20-12-16,,,,,,,,,,,,,,,,,,
304,304,BLR,Achintya Solar Power Limited,CARE A+ (SO); Stable,07-07-17,,,,,,,,,,,,,,,,,,,,
305,305,BLR,Achintya Solar Power Limited,CARE A+ (SO); Stable / CARE A1+ (SO),07-07-17,,,,,,,,,,,,,,,,,,,,
306,306,BLR,Acme Cleantech Infraventure Limited,CARE BBB+ (SO),01-09-15,CARE BBB+ (SO); Stable,16-03-18,,,,,,,,,,,,,,,,,,
307,307,BLR,Acme Cleantech Solutions Private Limited,CARE A2,07-10-16,,,,,,,,,,,,,,,,,,,,
308,308,BLR,Acme Cleantech Solutions Private Limited,CARE BBB+; Stable,16-03-18,,,,,,,,,,,,,,,,,,,,
309,309,BLR,Acme Cleantech Solutions Private Limited,CARE A2,27-08-15,CARE BBB+ / CARE A2,07-10-16,CARE BBB+; Stable / CARE A2,16-03-18,,,,,,,,,,,,,,,,
310,310,BLR,Acme Cleantech Solutions Private Limited,CARE BBB+ / CARE A2,07-10-16,CARE BBB+; Stable / CARE A2,16-03-18,,,,,,,,,,,,,,,,,,
311,311,BLR,Acme Jaisalmer Solar Power Private Limited,CARE BBB-,05-07-16,CARE BBB+; Stable,01-12-17,,,,,,,,,,,,,,,,,,
312,312,BLR,Acme Jaisalmer Solar Power Private Limited,CARE BBB (SO),05-07-16,CARE BBB+; Stable,01-12-17,,,,,,,,,,,,,,,,,,
313,313,BLR,ACME Magadh Solar Power Private Limited,CARE BBB; Stable,22-01-18,,,,,,,,,,,,,,,,,,,,
314,314,BLR,ACME Magadh Solar Power Private Limited,CARE A3+,22-01-18,,,,,,,,,,,,,,,,,,,,
315,315,BLR,ACME Nalanda Solar Power Private Limited,CARE A3+,22-01-18,,,,,,,,,,,,,,,,,,,,
316,316,BLR,ACME Nalanda Solar Power Private Limited,CARE BBB; Stable,22-01-18,,,,,,,,,,,,,,,,,,,,
317,317,BLR,ACME Odisha Solar Power Private Limited,CARE A2+ (SO),31-05-17,,,,,,,,,,,,,,,,,,,,
318,318,BLR,ACME Odisha Solar Power Private Limited,CARE A- (SO); Stable,31-05-17,,,,,,,,,,,,,,,,,,,,
319,319,BLR,Acme PV Powertech Private Limited,CARE BBB; Stable,08-09-17,,,,,,,,,,,,,,,,,,,,
320,320,BLR,Acme Raipur Solar Power Private Limited,CARE A- (SO); Stable,31-05-17,,,,,,,,,,,,,,,,,,,,
321,321,BLR,Acme Raipur Solar Power Private Limited,CARE A2+ (SO),31-05-17,,,,,,,,,,,,,,,,,,,,
322,322,BLR,Acme Solar Energy (Madhya Pradesh) Private Limited,CARE A2+,22-02-17,,,,,,,,,,,,,,,,,,,,
323,323,BLR,Acme Solar Energy (Madhya Pradesh) Private Limited,"CARE A (SO), Stable",22-02-17,,,,,,,,,,,,,,,,,,,,
324,324,BLR,Acme Solar Technologies (Gujarat) Private Limited,CARE A (SO); Stable,22-02-17,,,,,,,,,,,,,,,,,,,,
325,325,BLR,Acme Solar Technologies (Gujarat) Private Limited,CARE A2+,22-02-17,,,,,,,,,,,,,,,,,,,,
326,326,BLR,ACP Tollways Private Limited,CARE BB+,26-12-12,CARE BBB-,07-03-14,CARE BBB,09-05-16,CARE BBB; Stable,26-04-17,,,,,,,,,,,,,,
327,327,BLR,ACS Technologies Limited,CARE BB; Stable,16-02-18,,,,,,,,,,,,,,,,,,,,
328,328,BLR,ACS Technologies Limited,CARE BB; Stable,16-02-18,,,,,,,,,,,,,,,,,,,,
329,329,BLR,ACS Technologies Limited,CARE A4,16-02-18,,,,,,,,,,,,,,,,,,,,
330,330,BLR,Act Plast Paints Private Limited,CARE BB,12-05-15,CARE BB+,18-11-15,"CARE BB+, Stable",03-05-17,,,,,,,,,,,,,,,,
331,331,BLR,Act Plast Paints Private Limited,CARE BB,12-05-15,CARE BB+,18-11-15,"CARE BB+, Stable",03-05-17,,,,,,,,,,,,,,,,
332,332,BLR,Active Clothing Company Private Limited,CARE A3,07-04-17,,,,,,,,,,,,,,,,,,,,
333,333,BLR,Active Clothing Company Private Limited,CARE BBB-; Stable,07-04-17,,,,,,,,,,,,,,,,,,,,
334,334,BLR,Active Clothing Company Private Limited,CARE BBB-; Stable,07-04-17,,,,,,,,,,,,,,,,,,,,
335,335,BLR,Acuity India Resorts Private Limited,CARE B+; Stable,06-10-17,CARE D,22-11-17,,,,,,,,,,,,,,,,,,
336,336,BLR,Acute Realty Private Limited,Provisional CARE A+ (SO); Stable,19-01-18,,,,,,,,,,,,,,,,,,,,
337,337,BLR,Adachi Natural Polymer Private Limited,CARE BB / CARE A4,21-04-15,CARE BB; Stable / CARE A4,09-03-17,,,,,,,,,,,,,,,,,,
338,338,BLR,Adachi Natural Polymer Private Limited,CARE A4,21-04-15,,,,,,,,,,,,,,,,,,,,
339,339,BLR,Adachi Natural Polymer Private Limited,CARE BB,21-04-15,CARE BB; Stable,09-03-17,,,,,,,,,,,,,,,,,,
340,340,BLR,Adage Automation Private Limited,CARE BBB-,11-08-16,CARE BBB-; Stable,08-01-18,,,,,,,,,,,,,,,,,,
341,341,BLR,Adage Automation Private Limited,CARE A3,11-08-16,,,,,,,,,,,,,,,,,,,,
342,342,BLR,Adage Automation Private Limited,CARE A3,11-08-16,,,,,,,,,,,,,,,,,,,,
343,343,BLR,Adage Automation Private Limited,CARE BBB- / CARE A3,11-08-16,CARE BBB-; Stable / CARE A3,08-01-18,,,,,,,,,,,,,,,,,,
344,344,BLR,Adani Agri Logistics (Barnala) Limited,CARE BBB; Stable / CARE A3+,24-10-17,,,,,,,,,,,,,,,,,,,,
345,345,BLR,Adani Agri Logistics (Barnala) Limited,CARE BBB; Stable,24-10-17,,,,,,,,,,,,,,,,,,,,
346,346,BLR,Adani Agri Logistics (Bathinda) Limited,CARE BBB; Stable,24-10-17,,,,,,,,,,,,,,,,,,,,
347,347,BLR,Adani Agri Logistics (Bathinda) Limited,CARE BBB; Stable / CARE A3+,24-10-17,,,,,,,,,,,,,,,,,,,,
348,348,BLR,Adani Agri logistics (Dewas) Limited,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable / CARE A3+,04-10-17,,,,,,,,,,,,,,,,,,
349,349,BLR,Adani Agri logistics (Dewas) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable,04-10-17,,,,,,,,,,,,,,,,
350,350,BLR,Adani Agri Logistics (Harda) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB; Stable,05-10-17,,,,,,,,,,,,,,,,,,
351,351,BLR,Adani Agri Logistics (Harda) Limited,CARE BBB / CARE A3+,09-02-16,CARE BBB; Stable / CARE A3+,05-10-17,,,,,,,,,,,,,,,,,,
352,352,BLR,Adani Agri Logistics (Hoshangabad) Limited,CARE BBB / CARE A3+,09-02-16,CARE BBB; Stable / CARE A3+,05-10-17,,,,,,,,,,,,,,,,,,
353,353,BLR,Adani Agri Logistics (Hoshangabad) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB; Stable,05-10-17,,,,,,,,,,,,,,,,,,
354,354,BLR,Adani Agri Logistics (Kannauj) Limited,CARE BBB; Stable,15-01-18,,,,,,,,,,,,,,,,,,,,
355,355,BLR,Adani Agri Logistics (Kannauj) Limited,CARE BBB; Stable,15-01-18,,,,,,,,,,,,,,,,,,,,
356,356,BLR,Adani Agri Logistics (Kannauj) Limited,CARE BBB; Stable / CARE A3+,15-01-18,,,,,,,,,,,,,,,,,,,,
357,357,BLR,Adani Agri Logistics (Kotkapura) Limited,CARE BBB; Stable / CARE A3+,18-05-17,CARE BBB+; Stable / CARE A2,16-02-18,,,,,,,,,,,,,,,,,,
358,358,BLR,Adani Agri Logistics (Kotkapura) Limited,CARE BBB; Stable,18-05-17,CARE BBB+; Stable,16-02-18,,,,,,,,,,,,,,,,,,
359,359,BLR,Adani Agri Logistics (Mansa) Limited,CARE BBB; Stable,07-11-17,,,,,,,,,,,,,,,,,,,,
360,360,BLR,Adani Agri Logistics (Mansa) Limited,CARE BBB; Stable / CARE A3+,07-11-17,,,,,,,,,,,,,,,,,,,,
361,361,BLR,Adani Agri Logistics (Moga) Limited,CARE BBB; Stable / CARE A3+,07-11-17,,,,,,,,,,,,,,,,,,,,
362,362,BLR,Adani Agri Logistics (Moga) Limited,CARE BBB; Stable,07-11-17,,,,,,,,,,,,,,,,,,,,
363,363,BLR,Adani Agri Logistics (MP) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable,04-10-17,,,,,,,,,,,,,,,,
364,364,BLR,Adani Agri Logistics (MP) Limited,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable / CARE A3+,04-10-17,,,,,,,,,,,,,,,,,,
365,365,BLR,Adani Agri Logistics (Nakodar) Limited,CARE BBB; Stable / CARE A3+,24-10-17,,,,,,,,,,,,,,,,,,,,
366,366,BLR,Adani Agri Logistics (Nakodar) Limited,CARE BBB; Stable,24-10-17,,,,,,,,,,,,,,,,,,,,
367,367,BLR,Adani Agri Logistics (Panipat) Limited,CARE BBB; Stable,15-01-18,,,,,,,,,,,,,,,,,,,,
368,368,BLR,Adani Agri Logistics (Panipat) Limited,CARE BBB; Stable,15-01-18,,,,,,,,,,,,,,,,,,,,
369,369,BLR,Adani Agri Logistics (Panipat) Limited,CARE BBB; Stable / CARE A3+,15-01-18,,,,,,,,,,,,,,,,,,,,
370,370,BLR,Adani Agri Logistics (Raman) Limited,CARE BBB; Stable / CARE A3+,24-10-17,,,,,,,,,,,,,,,,,,,,
371,371,BLR,Adani Agri Logistics (Raman) Limited,CARE BBB; Stable,24-10-17,,,,,,,,,,,,,,,,,,,,
372,372,BLR,Adani Agri Logistics (Satna) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB; Stable,05-10-17,,,,,,,,,,,,,,,,,,
373,373,BLR,Adani Agri Logistics (Satna) Limited,CARE BBB / CARE A3+,09-02-16,CARE BBB; Stable / CARE A3+,05-10-17,,,,,,,,,,,,,,,,,,
374,374,BLR,Adani Agri Logistics (Ujjain) Limited,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable / CARE A3+,04-10-17,,,,,,,,,,,,,,,,,,
375,375,BLR,Adani Agri Logistics (Ujjain) Limited,CARE BBB / CARE A3+,06-04-15,CARE BBB+ / CARE A3+,09-02-16,CARE BBB+; Stable,04-10-17,,,,,,,,,,,,,,,,
376,376,BLR,Adani Agri Logistics Limited,CARE BBB,16-12-13,CARE BBB+,09-02-16,CARE BBB+; Stable,05-07-17,,,,,,,,,,,,,,,,
377,377,BLR,Adani Agri Logistics Limited,CARE BBB+; Stable,05-07-17,,,,,,,,,,,,,,,,,,,,
378,378,BLR,Adani Agri Logistics Limited,CARE BBB+; Stable,05-07-17,,,,,,,,,,,,,,,,,,,,
379,379,BLR,Adani Agrifresh Limited,CARE BBB,24-03-15,CARE BBB-; Stable,10-03-17,,,,,,,,,,,,,,,,,,
380,380,BLR,Adani Agrifresh Limited,CARE A3+,23-12-13,CARE A3,10-03-17,,,,,,,,,,,,,,,,,,
381,381,BLR,Adani Agrifresh Limited,CARE BBB / CARE A3+,23-12-13,CARE BBB-; Stable / CARE A3,10-03-17,,,,,,,,,,,,,,,,,,
382,382,BLR,Adani Agrifresh Limited,CARE BBB / CARE A3+,23-12-13,CARE BBB-; Stable / CARE A3,10-03-17,,,,,,,,,,,,,,,,,,
383,383,BLR,Adani Bunkering Private Limited,CARE BBB- / CARE A3,23-06-10,CARE BBB / CARE A3+,04-05-11,CARE BBB+ / CARE A2,20-02-12,CARE BBB+ / CARE A2,23-01-13,CARE BBB+; Stable / CARE A2,30-01-17,,,,,,,,,,,,
384,384,BLR,Adani Enterprises Limited,CARE A; Stable / CARE A1,05-01-18,,,,,,,,,,,,,,,,,,,,
385,385,BLR,Adani Enterprises Limited,CARE A / CARE A1,10-11-15,CARE A1,28-10-16,,,,,,,,,,,,,,,,,,
386,386,BLR,Adani Enterprises Limited,CARE A+ (SO),28-10-16,CARE A+ (SO); Stable,13-02-17,,,,,,,,,,,,,,,,,,
387,387,BLR,Adani Enterprises Limited,CARE A+ (SO),28-10-16,CARE A+ (SO); Stable,13-02-17,,,,,,,,,,,,,,,,,,
388,388,BLR,Adani Enterprises Limited,CARE A,10-11-15,CARE A; Stable,13-02-17,,,,,,,,,,,,,,,,,,
389,389,LT Instruments,Adani Enterprises Limited,CARE A,15-07-16,CARE A; Stable,13-02-17,,,,,,,,,,,,,,,,,,
