"",,,,,,,,,,,,,,,,,,,,,,,,,,,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision revision,,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,revision,,revision,revision,revision,revision,revision,revision,revision
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revision,,,,,,,
1143,Alstom Systems India Private Limited,[ICRA]A+ (SO),28/12/2017,,,,
"",,[ICRA]A+(SO)/A1+(S,,,,,
1144,Alstom Systems India Private Limited,,28/12/2017,,,,
"",,O),,,,,
1145,Alstom Transport India Limited,[ICRA]BBB,31/03/2015,,,,
1146,Alstom Transport India Limited,[ICRA]A-(SO),31/03/2015,[ICRA]A+ (SO),6/9/2016,,
1147,Alstom Transport India Limited,[ICRA]A-(SO),31/03/2015,,,,
"",,[ICRA]A+(SO)/A1+(S,,,,,
1148,Alstom Transport India Limited,,6/9/2016,,,,
"",,O),,,,,
"",,[ICRA]A+(SO)/A1+(S,,,,,
1149,Alstom Transport India Limited,,6/9/2016,,,,
"",,O),,,,,
1150,Alstone International,[ICRA]BBB,7/11/2014,[ICRA]BBB+,8/12/2016,,
1151,Alstone International,[ICRA]A3+,7/11/2014,[ICRA]A2,8/12/2016,,
1152,Altair Electronics Limited,[ICRA]BB,10/4/2014,,,,
1153,Altair Electronics Limited,[ICRA]BB,10/4/2014,,,,
1154,Altair Electronics Limited,[ICRA]BB,10/4/2014,,,,
1155,Altair Electronics Limited,[ICRA]A4,10/4/2014,,,,
1156,Altair Electronics Limited,[ICRA]A4,10/4/2014,,,,
1157,Altair Industrial Technologies Pvt Ltd,[ICRA]B,1/8/2016,,,,
1158,Altair Industrial Technologies Pvt Ltd,[ICRA]B,1/8/2016,,,,
1159,Altair Industrial Technologies Pvt Ltd,[ICRA]A4,1/8/2016,,,,
1160,Altech Infrasructure Pvt. Ltd.,[ICRA]B+,15/12/2014,,,,
1161,Altech Infrasructure Pvt. Ltd.,[ICRA]B+,15/12/2014,,,,
1162,Altech Infrasructure Pvt. Ltd.,[ICRA]B+,15/12/2014,,,,
1163,Altech Infrasructure Pvt. Ltd.,[ICRA]A4,15/12/2014,,,,
1164,Altico Capital India Limited (erstwhile Altico Capital India Private Limited),[ICRA]A1+,25/09/2017,,,,
1165,Alukkas Enterprises Private Limited,[ICRA]BBB+,9/12/2013,[ICRA]A-,4/1/2016,,
1166,Alukkas Enterprises Private Limited,[ICRA]A2+,8/12/2014,,,,
1167,Alukkas Enterprises Private Limited,[ICRA]A-/A2+,10/4/2017,,,,
1168,Alukkas Gold Retail India Private Limited,[ICRA]BBB+,11/12/2013,[ICRA]A-,4/1/2016,,
1169,Alukkas Jewellery (Anto Alukkas),[ICRA]B+,7/5/2013,,,,
1170,Alukkas Jewellery (Anto Alukkas),[ICRA]B+,7/5/2013,,,,
1171,Alukkas Jewellery Alappuzha,[ICRA]BBB,11/9/2012,[ICRA]BBB+,5/12/2013,[ICRA]A-,4/1/2016
1172,Alukkas Jewellery Alappuzha,[ICRA]A-,10/4/2017,,,,
1173,Alukkas Jewellery Thrissur,[ICRA]BBB,11/9/2012,[ICRA]BBB+,5/12/2013,[ICRA]A-,4/1/2016
1174,Alukkas Jewellery Thrissur,[ICRA]A2+,10/3/2016,,,,
1175,Alumayer India Private Limited,[ICRA]BB-,4/12/2014,,,,
1176,Alumayer India Private Limited,[ICRA]A4,4/12/2014,,,,
1177,Alumilite Architecturals Private Limited,[ICRA]B+,21/04/2014,[ICRA]B,31/12/2015,[ICRA]D,1/8/2017
1178,Alumilite Architecturals Private Limited,[ICRA]A4,21/04/2014,[ICRA]D,1/8/2017,,
1179,Aluminium India,[ICRA]BB-,28/03/2016,[ICRA]D,21/09/2017,,
1180,Aluminium India,[ICRA]A4,28/03/2016,,,,
1181,Aluminium India,[ICRA]BB-/A4,28/03/2016,[ICRA]D/D,21/09/2017,,
1182,Alvas Education Foundation,[ICRA]B+,12/8/2014,,,,
1183,Alvi Tech Services Private Limited,[ICRA]B,9/11/2015,,,,
1184,Alvi Tech Services Private Limited,[ICRA]B,9/11/2015,,,,
1185,Alvi Tech Services Private Limited,[ICRA]A4,9/11/2015,,,,
1186,Alvi Tech Services Private Limited,[ICRA]B/A4,9/11/2015,,,,
1187,Am Motors,[ICRA]A4+,23/04/2013,,,,
1188,Ama India Enterprises Private Limited,[ICRA]B+,14/03/2016,[ICRA]BB-,21/03/2018,,
1189,Ama India Enterprises Private Limited,[ICRA]B+,14/03/2016,[ICRA]BB-,21/03/2018,,
1190,Amalgamated Plantations Private Limited,[ICRA]AA-,16/03/2015,[ICRA]A+,28/01/2016,,
1191,Amalgamated Plantations Private Limited,[ICRA]AA-,16/03/2015,[ICRA]A+,28/01/2016,[ICRA]A,6/7/2017
1192,Amalgamated Plantations Private Limited,[ICRA]A+/A1+,28/01/2016,[ICRA]A/A1,6/7/2017,,
1193,Amalgamated Plantations Private Limited,[ICRA]A1+,5/5/2015,[ICRA]A1,6/7/2017,,
1194,Aman Exports International,[ICRA]BB-,5/2/2014,,,,
1195,Aman Exports International,[ICRA]BB-/A4,5/2/2014,,,,
1196,Amanora Future Towers Pvt Ltd,[ICRA]BBB-,9/5/2017,[ICRA]BBB,27/03/2018,,
1197,Amar Agro Industries,[ICRA]B,20/04/2015,,,,
1198,Amar Agro Industries,[ICRA]B,20/04/2015,,,,
1199,Amar Ginning Factory,[ICRA]B+,25/10/2012,,,,
1200,Amar Hatcheries,[ICRA]B,1/2/2013,,,,
1201,Amar Hatcheries,[ICRA]B,1/2/2013,,,,
1202,Amar Impex,[ICRA]A3,11/7/2016,,,,
1203,Amar Impex,[ICRA]BBB-/A3,11/7/2016,,,,
1204,Amar Impex,[ICRA]BBB-/A3,11/7/2016,,,,
1205,Amar International,[ICRA]A3,11/7/2016,,,,
1206,Amar International,[ICRA]BBB-/A3,11/7/2016,,,,
1207,Amar International,[ICRA]BBB-/A3,11/7/2016,,,,
1208,Amar Nath Aggarwal Constructions Pvt Ltd,[ICRA]B+,6/1/2016,,,,
1209,Amar Nath Aggarwal Constructions Pvt Ltd,[ICRA]B+,6/1/2016,,,,
1210,Amaravathi Spinning Mills (Rajapalayam) Private Limited,[ICRA]D,24/03/2014,,,,
1211,Amaravathi Spinning Mills (Rajapalayam) Private Limited,[ICRA]D,24/03/2014,,,,
1212,Amaravathi Spinning Mills (Rajapalayam) Private Limited,[ICRA]D,24/03/2014,,,,
1213,Amaravathi Spinning Mills (Rajapalayam) Private Limited,[ICRA]D,24/03/2014,,,,
1214,Amaravathi Spinning Mills (Rajapalayam) Private Limited,[ICRA]D/D,24/03/2014,,,,
1215,Amaravathi Textiles Pvt. Ltd.,[ICRA]BBB,10/8/2015,,,,
1216,Amaravathi Textiles Pvt. Ltd.,[ICRA]BBB,10/8/2015,,,,
1217,Amaravathi Textiles Pvt. Ltd.,[ICRA]A3+,10/8/2015,,,,
1218,Amaravathi Textiles Pvt. Ltd.,[ICRA]BBB/A3+,2/8/2016,,,,
1219,Amardeep Designs,[ICRA]BB-,24/01/2014,,,,
1220,Amardeep Designs,[ICRA]A4,24/01/2014,,,,
1221,Amardeep Designs,[ICRA]A4,24/01/2014,,,,
1222,Amardeep Designs,[ICRA]BB-/A4,24/01/2014,,,,
1223,Amardeep Designs India (P) Limited,[ICRA]BB,20/05/2015,,,,
1224,Amardeep Designs India (P) Limited,[ICRA]BB,20/05/2015,,,,
1225,Amardeep Designs India (P) Limited,[ICRA]A4,20/05/2015,,,,
1226,Amarnath Cold Storage,[ICRA]D,25/06/2014,,,,
1227,Amarnath Cold Storage,[ICRA]D,25/06/2014,,,,
1228,Amarprakash Developers Private Limited,[ICRA]BB,10/9/2013,,,,
1229,Amarprakash Developers Private Limited,[ICRA]BB-,15/03/2017,,,,
1230,Amarprakash Developers Private Limited,[ICRA]BB,10/9/2013,[ICRA]BB-,15/03/2017,,
1231,Amazoone Ceramic Ltd.,[ICRA]BBB-,28/10/2016,,,,
1232,Amazoone Ceramic Ltd.,[ICRA]BBB-,28/10/2016,,,,
1233,Amazoone Ceramic Ltd.,[ICRA]A3,28/10/2016,,,,
1234,Amba Grains Private Limited,[ICRA]BB-,13/05/2014,,,,
1235,Amba Grains Private Limited,[ICRA]BB-,13/05/2014,,,,
1236,Ambadi Investments Private Limited,[ICRA]A1+,3/11/2017,,,,
1237,Ambalal Chhotalal And Sons Pvt Ltd,[ICRA]B,12/3/2015,,,,
1238,Ambani Organics Private Limited,[ICRA]B,30/09/2013,,,,
1239,Ambani Organics Private Limited,[ICRA]B,30/09/2013,,,,
1240,Ambani Organics Private Limited,[ICRA]A4,30/09/2013,,,,
1241,Ambati Subbanna & Company Oil Firm,[ICRA]BB-,11/6/2014,,,,
1242,Amber Automobiles (Unit of Amber Commodeal Private Limited),[ICRA]BB-,8/4/2013,,,,
1243,Amber Builders,[ICRA]BB-,30/06/2014,,,,
1244,Amber Builders,[ICRA]A4,30/06/2014,,,,
1245,Amber Exports (India),[ICRA]BBB,23/12/2016,,,,
1246,Amber Exports (India),[ICRA]A2,23/12/2016,,,,
1247,Amber Exports (India),[ICRA]BBB/A2,12/12/2013,,,,
1248,Amber International,[ICRA]B+,18/06/2013,,,,
1249,Amber International,[ICRA]A4,18/06/2013,,,,
1250,Amber International,[ICRA]A4,18/06/2013,,,,
1251,Ambernath Municipal Council,IrBBB,28/04/2017,,,,
1252,Ambey Metallic Limited,[ICRA]B+,17/02/2014,,,,
1253,Ambey Metallic Limited,[ICRA]A4,17/02/2014,,,,
1254,Ambica Timber Mart,[ICRA]B+,12/6/2015,,,,
1255,Ambica Timber Mart,[ICRA]B+,12/6/2015,,,,
1256,Ambica Timber Mart,[ICRA]A4,12/6/2015,,,,
1257,Ambica Timbertrade Pvt. Ltd.,[ICRA]D,7/11/2016,,,,
1258,Ambica Timbertrade Pvt. Ltd.,[ICRA]D,7/11/2016,,,,
1259,Ambica Timbertrade Pvt. Ltd.,[ICRA]D,7/11/2016,,,,
1260,Ambience Interiors Private Limited,[ICRA]BBB,7/7/2017,,,,
1261,Ambience Interiors Private Limited,[ICRA]A3+,7/7/2017,,,,
1262,Ambika Overseas,[ICRA]B,11/12/2013,,,,
1263,Ambika Overseas,[ICRA]A4,9/12/2015,,,,
1264,Ambika Petrochem Pvt Ltd,[ICRA]BB,31/07/2015,[ICRA]BB+,30/12/2016,,
1265,Ambika Petrochem Pvt Ltd,[ICRA]A4,31/07/2015,[ICRA]A4+,30/12/2016,,
1266,Ambika Petrochem Pvt Ltd,[ICRA]A4,31/07/2015,[ICRA]A4+,30/12/2016,,
1267,Ambit Concrete Private Limited,[ICRA]BB,18/12/2013,,,,
1268,Ambit Concrete Private Limited,[ICRA]A4,18/12/2013,,,,
1269,Ambition Logistics Park Pvt Ltd,[ICRA]BBB,12/1/2018,,,,
1270,Ambrish Kumar Tripathi,[ICRA]B,29/01/2015,,,,
1271,Ambrish Kumar Tripathi,[ICRA]B,29/01/2015,,,,
1272,Ambrish Kumar Tripathi,[ICRA]B,29/01/2015,,,,
1273,Ambuja Ginning Pressing & Oil Company Private Limited,[ICRA]B,4/12/2012,[ICRA]B+,5/1/2015,,
1274,Ambuja Ginning Pressing & Oil Company Private Limited,[ICRA]B,10/4/2014,[ICRA]B+,5/1/2015,,
1275,Ambuja Pipes Private Limited,[ICRA]B,26/02/2013,,,,
1276,Ambuja Pipes Private Limited,[ICRA]B,15/04/2014,,,,
1277,Ambuja Pipes Private Limited,[ICRA]A4,26/02/2013,,,,
1278,Ambuja Pipes Private Limited,[ICRA]A4,15/04/2014,,,,
1279,Ambuja Pipes Private Limited,[ICRA]B/A4,15/04/2014,,,,
1280,Ambuthirtha Power Private Limited,[ICRA]BBB-,19/02/2015,[ICRA]BBB,16/02/2016,[ICRA]BBB-,26/02/2018
1281,Amcl Machinery Limited (Formerly Acc Machinery Com,[ICRA]A (SO),27/09/2012,,,,
1282,Amcl Machinery Limited (Formerly Acc Machinery Com,[ICRA]A/A1,27/09/2012,,,,
1283,Amgoorie India Limited,[ICRA]A+/A1+,22/09/2015,,,,
1284,Ami Riddhi Chem Pvt. Ltd,[ICRA]B+,15/04/2015,,,,
1285,Ami Riddhi Chem Pvt. Ltd,[ICRA]A4,15/04/2015,,,,
1286,Ami Riddhi Chem Pvt. Ltd,[ICRA]A4,15/04/2015,,,,
1287,Amico Textiles,[ICRA]BB-,12/5/2015,,,,
1288,Amico Textiles,[ICRA]BB-,12/5/2015,,,,
1289,Amidhan Developers,[ICRA]BB,7/4/2014,,,,
1290,Amira Pure Foods Private Limited (erstwhile Amira Foods India Limited),[ICRA]D,3/8/2016,,,,
1291,Amira Pure Foods Private Limited (erstwhile Amira Foods India Limited),[ICRA]D,3/8/2016,,,,,,,,,,,,,,,,,,,,,,
1292,Amira Pure Foods Private Limited (erstwhile Amira Foods India Limited),[ICRA]D,3/8/2016,,,,,,,,,,,,,,,,,,,,,,
1293,Amira Pure Foods Private Limited (erstwhile Amira Foods India Limited),[ICRA]D,3/8/2016,,,,,,,,,,,,,,,,,,,,,,
1294,Amit Brothers Private Limited,[ICRA]BB,9/4/2015,,,,,,,,,,,,,,,,,,,,,,
1295,Amit Buildwell Private Limited,[ICRA]B+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1296,Amit Buildwell Private Limited,[ICRA]B+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1297,Amit Buildwell Private Limited,[ICRA]B+/A4,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1298,Amit Constructions,[ICRA]B+,30/11/2015,,,,,,,,,,,,,,,,,,,,,,
1299,Amit Constructions,[ICRA]B+/A4,30/11/2015,,,,,,,,,,,,,,,,,,,,,,
1300,Amit Engineers,[ICRA]B+,5/4/2016,,,,,,,,,,,,,,,,,,,,,,
1301,Amit Engineers,[ICRA]B+,5/4/2016,,,,,,,,,,,,,,,,,,,,,,
1302,Amit Engineers,[ICRA]B+,5/4/2016,,,,,,,,,,,,,,,,,,,,,,
1303,Amit Engineers,[ICRA]A4,5/4/2016,,,,,,,,,,,,,,,,,,,,,,
1304,Amit Iron Private Limited,[ICRA]BB+,31/10/2013,,,,,,,,,,,,,,,,,,,,,,
1305,Amit Iron Private Limited,[ICRA]A4+,31/10/2013,,,,,,,,,,,,,,,,,,,,,,
1306,Amit Polypipes Private Limited,[ICRA]B,22/05/2013,,,,,,,,,,,,,,,,,,,,,,
1307,Amit Polypipes Private Limited,[ICRA]B,22/05/2013,,,,,,,,,,,,,,,,,,,,,,
1308,Amit Polypipes Private Limited,[ICRA]A4,22/05/2013,,,,,,,,,,,,,,,,,,,,,,
1309,Amit Polypipes Private Limited,[ICRA]B,26/07/2016,,,,,,,,,,,,,,,,,,,,,,
1310,Amit Polypipes Private Limited,[ICRA]A4,6/6/2014,,,,,,,,,,,,,,,,,,,,,,
1311,Amit Realty Private Limited,[ICRA]B+,7/8/2014,,,,,,,,,,,,,,,,,,,,,,
1312,Amiya Commerce And Construction Co Pvt Ltd,[ICRA]D,5/5/2016,,,,,,,,,,,,,,,,,,,,,,
1313,Amiya Commerce And Construction Co Pvt Ltd,[ICRA]D,5/5/2016,,,,,,,,,,,,,,,,,,,,,,
1314,Amiya Commerce And Construction Co Pvt Ltd,[ICRA]D,5/5/2016,,,,,,,,,,,,,,,,,,,,,,
1315,Amiya Steel Private Limited,[ICRA]C-,10/3/2015,,,,,,,,,,,,,,,,,,,,,,
1316,Amiya Steel Private Limited,[ICRA]A4,10/3/2015,,,,,,,,,,,,,,,,,,,,,,
1317,Amm Engineering Works,[ICRA]B+,9/5/2014,[ICRA]BB-,31/07/2014,,,,,,,,,,,,,,,,,,,,
1318,Amm Engineering Works,[ICRA]B+,9/5/2014,[ICRA]BB-,31/07/2014,,,,,,,,,,,,,,,,,,,,
1319,Amma Cashew Factory,[ICRA]B,3/6/2013,,,,,,,,,,,,,,,,,,,,,,
1320,Amma Cashew Factory,[ICRA]A4,3/6/2013,,,,,,,,,,,,,,,,,,,,,,
1321,Amma Chandravati Educational And Charitable Trust,[ICRA]BB,17/02/2017,,,,,,,,,,,,,,,,,,,,,,
1322,Amma Chandravati Educational And Charitable Trust,[ICRA]BB,17/02/2017,,,,,,,,,,,,,,,,,,,,,,
1323,Amma Chandravati Educational And Charitable Trust,[ICRA]BB,17/02/2017,,,,,,,,,,,,,,,,,,,,,,
1324,Amman Granites,[ICRA]BB+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1325,Amman Granites,[ICRA]BB+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1326,Amman Granites,[ICRA]A4+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1327,Amman Granites,[ICRA]A4+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1328,Amman Granites,[ICRA]BB+/A4+,17/10/2014,,,,,,,,,,,,,,,,,,,,,,
1329,Amon-Ra Impex Private Limited,[ICRA]B+,3/1/2014,,,,,,,,,,,,,,,,,,,,,,
1330,Amon-Ra Impex Private Limited,[ICRA]A4,3/1/2014,,,,,,,,,,,,,,,,,,,,,,
1331,Amon-Ra Impex Private Limited,[ICRA]B+/A4,3/1/2014,,,,,,,,,,,,,,,,,,,,,,
1332,Ample Technologies Private Limited,[ICRA]BBB,24/02/2016,[ICRA]BBB-,6/3/2017,,,,,,,,,,,,,,,,,,,,
1333,Ample Technologies Private Limited,[ICRA]BBB,24/02/2016,[ICRA]BBB-,6/3/2017,,,,,,,,,,,,,,,,,,,,
1334,Ample Technologies Private Limited,[ICRA]A3,6/3/2017,,,,,,,,,,,,,,,,,,,,,,
1335,Ample Technologies Private Limited,[ICRA]A3+,24/02/2016,[ICRA]A3,6/3/2017,,,,,,,,,,,,,,,,,,,,
1336,Ample Technologies Private Limited,[ICRA]BBB-/A3,6/3/2017,,,,,,,,,,,,,,,,,,,,,,
1337,Amrapali Centurian Park Private Limited,[ICRA]D,25/08/2015,,,,,,,,,,,,,,,,,,,,,,
1338,Amrapali Infrastructure Pvt. Ltd.,[ICRA]D,31/08/2015,,,,,,,,,,,,,,,,,,,,,,
1339,Amrapali Infrastructure Pvt. Ltd.,[ICRA]D,31/08/2015,,,,,,,,,,,,,,,,,,,,,,
1340,Amrapali Infrastructure Pvt. Ltd.,[ICRA]D,31/08/2015,,,,,,,,,,,,,,,,,,,,,,
1341,Amrapali Leisure Valley Pvt. Ltd.,[ICRA]BB-,2/7/2015,,,,,,,,,,,,,,,,,,,,,,
1342,Amrapali Princely Estate Private Limited,[ICRA]D,10/3/2015,,,,,,,,,,,,,,,,,,,,,,
1343,Amrapali Princely Estate Private Limited,[ICRA]D,10/3/2015,,,,,,,,,,,,,,,,,,,,,,
1344,Amrapali Sapphier Developers Private Limited,[ICRA]B+,14/10/2014,,,,,,,,,,,,,,,,,,,,,,
1345,Amrapali Sapphier Developers Private Limited,[ICRA]B+,14/10/2014,,,,,,,,,,,,,,,,,,,,,,
1346,Amrapali Silicon City Private Limited,[ICRA]B+,10/1/2014,[ICRA]D,6/1/2015,[ICRA]B,10/2/2015,[ICRA]D,7/3/2016,,,,,,,,,,,,,,,,
1347,Amricon Agrovet Private Limited,[ICRA]BB-,9/11/2015,[ICRA]D,16/05/2016,,,,,,,,,,,,,,,,,,,,
1348,Amricon Agrovet Private Limited,[ICRA]BB-,9/11/2015,[ICRA]D,16/05/2016,,,,,,,,,,,,,,,,,,,,
1349,Amricon Agrovet Private Limited,[ICRA]A4,9/11/2015,[ICRA]D,16/05/2016,,,,,,,,,,,,,,,,,,,,
1350,Amrit Agrovet (P) Ltd,[ICRA]BB,30/03/2015,[ICRA]D,5/5/2015,,,,,,,,,,,,,,,,,,,,
1351,Amrit Agrovet (P) Ltd,[ICRA]BB,30/03/2015,[ICRA]D,5/5/2015,,,,,,,,,,,,,,,,,,,,
1352,Amrit Agrovet (P) Ltd,[ICRA]BB,30/03/2015,[ICRA]D,5/5/2015,,,,,,,,,,,,,,,,,,,,
1353,Amrit Agrovet (P) Ltd,[ICRA]A4,30/03/2015,[ICRA]D,5/5/2015,,,,,,,,,,,,,,,,,,,,
1354,Amrit Agrovet (P) Ltd,[ICRA]D,5/5/2015,,,,,,,,,,,,,,,,,,,,,,
1355,Amrit Agrovet (P) Ltd,[ICRA]BB/A4,30/03/2015,,,,,,,,,,,,,,,,,,,,,,
1356,Amrit Feeds Limited,[ICRA]BBB,16/04/2014,[ICRA]D,23/10/2015,,,,,,,,,,,,,,,,,,,,
1357,Amrit Feeds Limited,[ICRA]BBB,16/04/2014,[ICRA]D,23/10/2015,,,,,,,,,,,,,,,,,,,,
1358,Amrit Feeds Limited,[ICRA]A2,16/04/2014,[ICRA]D,23/10/2015,,,,,,,,,,,,,,,,,,,,
1359,Amrit Feeds Limited,[ICRA]A2,16/04/2014,[ICRA]D,23/10/2015,,,,,,,,,,,,,,,,,,,,
1360,Amrit Feeds Limited,[ICRA]A2,16/04/2014,[ICRA]D,23/10/2015,,,,,,,,,,,,,,,,,,,,
1361,Amrit Hatcheries Priavte Limited,[ICRA]BB+,16/04/2014,[ICRA]D,17/03/2015,,,,,,,,,,,,,,,,,,,,
1362,Amrit Hatcheries Priavte Limited,[ICRA]BB+,16/04/2014,[ICRA]D,17/03/2015,,,,,,,,,,,,,,,,,,,,
1363,Amrit Hatcheries Priavte Limited,[ICRA]A4+,16/04/2014,[ICRA]D,17/03/2015,,,,,,,,,,,,,,,,,,,,
1364,Amrit Polychem Pvt. Ltd.,[ICRA]B+,25/02/2016,,,,,,,,,,,,,,,,,,,,,,
1365,Amrit Polychem Pvt. Ltd.,[ICRA]A4,25/02/2016,,,,,,,,,,,,,,,,,,,,,,
1366,"Amrita Developers (Indore), Private Limited",[ICRA]BB-,26/07/2017,,,,,,,,,,,,,,,,,,,,,,
1367,"Amrita Developers (Indore), Private Limited",[ICRA]D,26/06/2014,,,,,,,,,,,,,,,,,,,,,,
1368,Amritmaya Foods Private Limited,[ICRA]B-,27/01/2014,,,,,,,,,,,,,,,,,,,,,,
1369,Amritmaya Foods Private Limited,[ICRA]B-,27/01/2014,,,,,,,,,,,,,,,,,,,,,,
1370,Amritsar Crown Caps Private Limited,[ICRA]BB+,6/3/2014,,,,,,,,,,,,,,,,,,,,,,
1371,Amritsar Crown Caps Private Limited,[ICRA]BB+,6/3/2014,,,,,,,,,,,,,,,,,,,,,,
1372,Amroon Foods Private Limited,[ICRA]A3,26/12/2016,[ICRA]A2,29/03/2018,,,,,,,,,,,,,,,,,,,,
1373,Amrut Builders,[ICRA]B+,29/10/2014,[ICRA]D,30/05/2016,,,,,,,,,,,,,,,,,,,,
1374,Amrut Cotton Industries,[ICRA]B+,3/4/2013,,,,,,,,,,,,,,,,,,,,,,
1375,Amrut Cotton Industries,[ICRA]B+,16/11/2017,,,,,,,,,,,,,,,,,,,,,,
1376,Amrut Distilleries Pvt Ltd,[ICRA]BBB+,6/10/2016,,,,,,,,,,,,,,,,,,,,,,
1377,Amrut Gems,[ICRA]BBB-/A3,29/08/2013,[ICRA]BB+/A4+,29/07/2015,,,,,,,,,,,,,,,,,,,,
1378,Amrut Gems,[ICRA]BBB-/A3,29/08/2013,,,,,,,,,,,,,,,,,,,,,,
1379,Amrut Gems,[ICRA]BB+/A4+,24/08/2016,,,,,,,,,,,,,,,,,,,,,,
1380,Amrut Gems,[ICRA]BB+/A4+,24/08/2016,,,,,,,,,,,,,,,,,,,,,,
1381,Amul Boards Private Limited,[ICRA]BB-,14/01/2013,,,,,,,,,,,,,,,,,,,,,,
1382,Amul Boards Private Limited,[ICRA]BB-,14/01/2013,,,,,,,,,,,,,,,,,,,,,,
1383,Amul Boards Private Limited,[ICRA]A4,14/01/2013,,,,,,,,,,,,,,,,,,,,,,
1384,Amul Pulse Products,[ICRA]B,18/10/2013,,,,,,,,,,,,,,,,,,,,,,
1385,Amul Pulse Products,[ICRA]B,18/10/2013,,,,,,,,,,,,,,,,,,,,,,
1386,Amul Pulse Products,[ICRA]A4,18/10/2013,,,,,,,,,,,,,,,,,,,,,,
1387,Amv Tel Private Limited,[ICRA]B+,26/08/2016,,,,,,,,,,,,,,,,,,,,,,
1388,Amv Tel Private Limited,[ICRA]A4,26/08/2016,,,,,,,,,,,,,,,,,,,,,,
1389,Amv Tel Private Limited,[ICRA]B+/A4,6/9/2016,,,,,,,,,,,,,,,,,,,,,,
1390,Amvensys Technologies Private Limited,[ICRA]B,6/5/2014,,,,,,,,,,,,,,,,,,,,,,
1391,Amvensys Technologies Private Limited,[ICRA]B,6/5/2014,,,,,,,,,,,,,,,,,,,,,,
1392,Amvensys Technologies Private Limited,[ICRA]B,6/5/2014,,,,,,,,,,,,,,,,,,,,,,
1393,Analogics Tech India Limited,[ICRA]B+,1/7/2014,,,,,,,,,,,,,,,,,,,,,,
1394,Analogics Tech India Limited,[ICRA]B+,1/7/2014,,,,,,,,,,,,,,,,,,,,,,
1395,Analogics Tech India Limited,[ICRA]A4,1/7/2014,,,,,,,,,,,,,,,,,,,,,,
1396,Analyser Instrument Co. Pvt.Ltd.,[ICRA]B+,1/10/2013,,,,,,,,,,,,,,,,,,,,,,
1397,Analyser Instrument Co. Pvt.Ltd.,[ICRA]B+,2/11/2015,,,,,,,,,,,,,,,,,,,,,,
1398,Analyser Instrument Co. Pvt.Ltd.,[ICRA]A4,1/10/2013,,,,,,,,,,,,,,,,,,,,,,
1399,Analyser Instrument Co. Pvt.Ltd.,[ICRA]A4,1/10/2013,,,,,,,,,,,,,,,,,,,,,,
1400,Anam Polymer Private Limited,[ICRA]B+,22/04/2014,[ICRA]D,29/07/2015,,,,,,,,,,,,,,,,,,,,
1401,Anam Polymer Private Limited,[ICRA]B+,22/04/2014,[ICRA]D,29/07/2015,,,,,,,,,,,,,,,,,,,,
1402,Anam Polymer Private Limited,[ICRA]B+,22/04/2014,[ICRA]D,29/07/2015,,,,,,,,,,,,,,,,,,,,
1403,Anamika Developers,[ICRA]B+,18/09/2015,,,,,,,,,,,,,,,,,,,,,,
1404,Anamitra Estates And Developers Pvt Ltd,[ICRA]BBB-(SO),24/07/2015,,,,,,,,,,,,,,,,,,,,,,
1405,Anamudi Real Estates Llp,[ICRA]A+,22/12/2016,,,,,,,,,,,,,,,,,,,,,,
1406,Anand Cars Private Limited,[ICRA]B+,2/4/2014,,,,,,,,,,,,,,,,,,,,,,
1407,Anand Cars Private Limited,[ICRA]B+,2/4/2014,,,,,,,,,,,,,,,,,,,,,,
1408,Anand Cars Private Limited,[ICRA]B+,2/4/2014,,,,,,,,,,,,,,,,,,,,,,
1409,Anand Cranks,[ICRA]B+,17/03/2016,,,,,,,,,,,,,,,,,,,,,,
1410,Anand Cranks,[ICRA]B+,17/03/2016,,,,,,,,,,,,,,,,,,,,,,
1411,Anand Cranks,[ICRA]B+/A4,17/03/2016,,,,,,,,,,,,,,,,,,,,,,
1412,Anand Duplex Limited,[ICRA]BB-,30/03/2013,[ICRA]BB,12/10/2015,,,,,,,,,,,,,,,,,,,,
1413,Anand Duplex Limited,[ICRA]BB,12/10/2015,,,,,,,,,,,,,,,,,,,,,,
1414,Anand Duplex Limited,[ICRA]BB,12/10/2015,,,,,,,,,,,,,,,,,,,,,,
1415,Anand Engineering Products Private Limited,[ICRA]D,22/08/2013,[ICRA]B-,5/11/2015,[ICRA]B,13/01/2016,,,,,,,,,,,,,,,,,,
